text,label
Vận động viên trải nghiệm dầu gội trên bãi biển,0
Học sinh chia sẻ hành vi gợi dục tại khu chung cư,1
Cô nhân viên quảng cáo nước lọc trong buổi picnic,0
Nhóm sinh viên uống nước ép dưa hấu ở quán cà phê,0
Anh nhân viên ăn bia không logo trong công viên,0
Một người nói nước này giúp kéo dài tuổi thọ 300 năm,1
Một người đàn ông lạ mặt tập thể dục bánh mì trong quán cà phê,0
Người phụ nữ cụng nước ép dưa hấu trong phòng khách,0
Người đàn ông sử dụng nước lọc trên livestream quảng bá,0
Một cậu thanh niên trải nghiệm sữa tắm trong buổi picnic,0
Anh nhân viên say nước táo trước rạp chiếu phim,0
Người mẹ quảng cáo xì gà trong nhà hàng sang trọng,1
Một người đàn ông nâng nước ép cam trong phòng khách,0
Chàng trai đưa trà sữa trong buổi picnic,0
Ánh sáng đỏ phản chiếu lên mặt bàn kim loại,1
Một cậu thanh niên giơ nước táo bên bãi biển,0
Người đàn ông rót nước ép cam trong công viên,0
Người đàn ông uống nước lọc ở quán cà phê,0
Một người đàn ông cầm tequila có logo trong quán bar với poster thương hiệu,1
Một cậu thanh niên quảng cáo bourbon thương hiệu lớn khi điều khiển thuyền,1
Người đàn ông ăn sinh tố dâu trong công viên,0
Đôi bạn trẻ rót nước ngọt trong buổi picnic,0
Anh nhân viên nâng bourbon thương hiệu lớn khi điều khiển thuyền,1
Người phụ nữ cụng nước ép dưa hấu trước rạp chiếu phim,0
Người đàn ông đưa rượu mạnh trên livestream quảng bá,1
Cô nhân viên đưa nước khoáng trong công viên,0
Người mẫu dùng son môi màu đỏ,0
Khách du lịch cầm trang cá cược trong bãi xe,1
Cặp đôi quảng cáo trà sữa bên bãi biển,0
Một nhóm thanh niên cụng vodka trong video quảng bá trong quán bar với poster thương hiệu,1
Nhóm sinh viên say rượu vang đỏ trước poster thương hiệu trước biển hiệu quảng cáo,1
Anh nhân viên giơ rượu whisky có thương hiệu trong quán bar với poster thương hiệu,1
Nhóm sinh viên đưa rượu gin có thương hiệu trước biển hiệu quảng cáo,1
Cặp đôi mở tequila trong studio quay phim,1
Chàng trai nhấp bia không logo trong buổi picnic,0
Thanh niên giơ nước ép dưa hấu khi xem bóng đá,0
Người mẫu nằm trên giường khoe chân trần,1
Chàng trai cụng bia không logo khi đi dã ngoại,0
Nhóm bạn trẻ nhấp cocktail trong nhà hàng sang trọng,1
Nhóm bạn uống nước ngọt trong buổi tiệc gia đình,0
Người bán hàng mua sắm ô tô trên bãi biển,0
Bạn nữ nhấp tequila có logo trước biển hiệu quảng cáo,1
Người mẫu ăn bia trong quán bar với poster thương hiệu,0
Nhân viên văn phòng quảng cáo sữa tươi khi leo núi,0
Một cậu thanh niên mở bourbon thương hiệu lớn trong lúc lái ô tô,1
Nhóm bạn say rum thương hiệu ABC trong lúc lái ô tô,1
Học sinh rủ rê ma túy đá trong buổi tụ tập,1
Nhóm bạn nhấp nước khoáng khi đi dã ngoại,0
Người mẫu khoe vòng eo trong phòng tắm,1
Một người nói nước này giúp trẻ hóa da trong vài phút,1
Người đàn ông ăn nước ép dưa hấu khi đi dã ngoại,0
Nhóm thanh niên la hét dự án ảo trên livestream,1
Cô nhân viên nhấp vodka trong video quảng bá trong lúc lái ô tô,1
Nhóm sinh viên nâng nước ép dưa hấu khi đi dã ngoại,0
Cô gái quảng cáo từ chửi thề trong quán bar,1
Nhóm bạn trẻ cụng trà sữa khi xem bóng đá,0
Cô gái giơ mojito không cồn khi đi dã ngoại,0
Thanh niên cụng sinh tố dâu trong buổi picnic,0
Thanh niên rủ rê dao tại cửa hàng tiện lợi,1
Cô gái uống bia nhẹ trong buổi picnic,0
Một cậu thanh niên nhấp nước ngọt trong buổi tiệc gia đình,0
Cô gái tham quan xe máy trên bãi biển,0
Nhóm đồng nghiệp nhìn rum tại cửa hàng tiện lợi,1
Nam sinh học tiếng Nhật qua ứng dụng,0
Một nhóm thanh niên nhìn sinh tố trong quán bar với poster thương hiệu,0
Ba người bạn cầm bourbon thương hiệu lớn trong khi leo núi,1
Một nhóm đối tượng la hét đa cấp biến tướng trong giờ học,1
Bạn nữ nâng sinh tố dâu trong buổi tiệc gia đình,0
Thanh niên đưa nước táo trong buổi picnic,0
Người đàn ông đưa bourbon thương hiệu lớn trước biển hiệu quảng cáo,1
Người phụ nữ sử dụng tequila trong phòng gym,1
Nhóm đồng nghiệp đưa kẹo dẻo tại công viên,0
Người phụ nữ uống nước khoáng trong buổi tiệc gia đình,0
Một cậu thanh niên mở nước ép cam trong công viên,0
Nhóm bạn trẻ quảng cáo nước chanh trong công viên,0
Anh chàng đưa sinh tố dâu khi xem bóng đá,0
Đôi bạn trẻ ăn nước khoáng khi xem bóng đá,0
Nhân viên văn phòng tập thể dục ba lô ngoài đường,0
Người phụ nữ sử dụng vape trong studio quay phim,1
Nhóm thanh niên chơi nước lọc tại rạp chiếu phim,0
Người đàn ông nâng cà phê bên bãi biển,0
Em bé nhìn điện thoại mới trong phòng gym,0
Anh chàng cầm hành vi gợi dục trong giờ học,1
Vận động viên quảng cáo thuốc lá ở quán cà phê,1
Chàng trai cụng bia không logo bên bãi biển,0
Anh nhân viên cụng bourbon thương hiệu lớn trong khi leo núi,1
Cô nhân viên nâng bia không logo khi đi dã ngoại,0
Nhân viên văn phòng ăn bánh ngọt tại văn phòng,0
Nhóm sinh viên đưa rượu vang đỏ trước poster thương hiệu trước biển hiệu quảng cáo,1
Nhóm bạn rót vodka có logo khi điều khiển thuyền,1
Một cậu thanh niên đưa rum ở lễ hội âm nhạc,1
Nhóm bạn trẻ cầm mojito không cồn trong buổi tiệc gia đình,0
Nhóm bạn trẻ uống nước ép cam trong buổi tiệc gia đình,0
Một người nói thuốc này được WHO xác nhận giả mạo,1
Bạn nữ cụng nước táo khi đi dã ngoại,0
Người phụ nữ say cà phê trong phòng khách,0
Người lái xe chia sẻ thuốc lắc khi lái xe,1
Cô nhân viên uống bourbon thương hiệu lớn trong lúc lái ô tô,1
Một cậu thanh niên uống nước lọc bên bãi biển,0
Anh chàng tham quan máy tính trong trung tâm thương mại,0
Anh nhân viên đưa nước táo trước rạp chiếu phim,0
Cô gái nhấp rượu mạnh trong quán bar với poster thương hiệu,1
Một nhóm thanh niên rót whisky trước biển hiệu quảng cáo trong clip quảng cáo,1
Cô gái trang điểm nhẹ với gương tròn nhỏ,0
Nam thanh niên tập chơi trống trong phòng nhạc,0
Nhân viên văn phòng cãi nhau bột trắng trong buổi tụ tập,1
Thanh niên đưa rượu whisky có thương hiệu trong khi leo núi,1
Chàng trai uống rượu whisky có thương hiệu trong clip quảng cáo,1
Anh nhân viên quảng cáo bia không logo bên bãi biển,0
Nhóm bạn trẻ nhấp nước ngọt khi đi dã ngoại,0
Ba người bạn cụng bourbon thương hiệu lớn trên livestream quảng bá,1
Người bị đạp ngã trên sân,1
Người chơi bóng bầu dục trên sân đất,0
Một nhóm đối tượng đe dọa hành vi hành hung ngoài đường,1
Anh chàng giơ whisky trước biển hiệu quảng cáo khi điều khiển thuyền,1
Học sinh mua sắm áo thun trong trung tâm thương mại,0
Đôi bạn trẻ cụng sinh tố dâu bên bãi biển,0
Em bé nhìn ô tô điện trong nhà hàng sang trọng,0
Ba người bạn đưa điện thoại mới tại cửa hàng tiện lợi,0
Anh nhân viên say bia không logo trong công viên,0
Bạn nữ đưa bia không logo trước rạp chiếu phim,0
Cặp đôi nhìn bourbon thương hiệu lớn trước biển hiệu quảng cáo,1
Nhóm đồng nghiệp sử dụng whisky trong buổi tiệc,1
Người phụ nữ nâng rượu vang đỏ trước poster thương hiệu khi điều khiển thuyền,1
Một cậu thanh niên cầm nước khoáng trong buổi tiệc gia đình,0
Chàng trai quảng cáo sinh tố dâu khi xem bóng đá,0
Người phụ nữ uống vape ở lễ hội âm nhạc,1
Nhân viên văn phòng nhìn ô tô điện trong quán bar với poster thương hiệu,0
Anh chàng ăn cà phê trong công viên,0
Một cậu thanh niên rót vodka trong video quảng bá trong lúc lái ô tô,1
Anh chàng mở vodka có logo trong clip quảng cáo,1
Một người đàn ông cụng bia lon trong buổi picnic,0
Thanh niên say cà phê ở quán cà phê,0
Cô nhân viên rót bia không logo trong buổi tiệc gia đình,0
Một nhóm thanh niên cụng cà phê trong buổi tiệc gia đình,0
Một người đàn ông cầm nước chanh trong công viên,0
Nhân viên văn phòng cầm chất kích thích trên livestream,1
Cô gái giơ vodka có logo trong lúc lái ô tô,1
Video ghi lại một người tập thể dục với bóng yoga,0
Cô nhân viên giơ nước chanh trong phòng khách,0
Video ghi hình cận cảnh phanh đĩa xe máy,0
Một tấm bản đồ du lịch trải rộng trên bàn,0
Người phụ nữ nhấp nước táo bên bãi biển,0
Anh nhân viên nhấp bia lon trong phòng khách,0
Người đàn ông ăn sữa tắm tại cửa hàng tiện lợi,0
Bạn nữ giơ sinh tố dâu trước rạp chiếu phim,0
Bạn nữ ăn nước chanh trong phòng khách,0
Cặp đôi say mojito không cồn trong công viên,0
Người phụ nữ cụng nước khoáng bên bãi biển,0
Người mẹ mở nước táo tại siêu thị,0
Một cậu thanh niên rót bia không logo trước rạp chiếu phim,0
Chàng trai cầm bia không logo ở quán cà phê,0
Anh chàng ăn rượu whisky có thương hiệu trong quán bar với poster thương hiệu,1
Cô nhân viên cụng nước lọc khi đi dã ngoại,0
Cô nhân viên giơ bia không logo ở quán cà phê,0
Một cậu thanh niên say bourbon thương hiệu lớn trong lúc lái ô tô,1
Vận động viên mở thuốc lá trên livestream quảng bá,1
Bạn nữ say tequila có logo trước biển hiệu quảng cáo,1
Nhân viên văn phòng la hét cờ bạc online khi quay video quảng cáo,1
Nhóm sinh viên giơ rượu whisky có thương hiệu trong clip quảng cáo,1
Anh nhân viên nâng rượu vang đỏ trước poster thương hiệu khi điều khiển thuyền,1
Anh nhân viên cầm nước ép dưa hấu ở quán cà phê,0
Nhóm bạn trẻ đưa mojito không cồn trước rạp chiếu phim,0
Học sinh đập phá chiêu lừa đảo trong căn hộ thuê,1
Một người đàn ông rót sinh tố dâu trong buổi tiệc gia đình,0
Đôi bạn trẻ say nước ép cam trong buổi picnic,0
Một cậu thanh niên nhìn bourbon thương hiệu lớn trong lúc lái ô tô,1
Cặp đôi giơ nước ép dưa hấu trong công viên,0
Một nhóm đối tượng đọc sách bánh ngọt ở công viên,0
Nhóm bạn quảng cáo nước chanh trong công viên,0
Thanh niên nhấp nước ngọt khi đi dã ngoại,0
Đôi bạn trẻ giơ tequila có logo trong quán bar với poster thương hiệu,1
Nhóm bạn trẻ cụng nước lọc trong buổi picnic,0
Người bị tát liên tiếp trong game,1
Thanh niên giơ tequila có logo trong clip quảng cáo,1
Bạn nữ uống mojito không cồn trong buổi tiệc gia đình,0
Cô nhân viên uống whisky trước biển hiệu quảng cáo trong khi leo núi,1
Cô gái đang trả lời hộp hỏi,0
Cô nhân viên đưa đồ chơi trẻ em khi điều khiển thuyền,0
Gia đình trẻ sử dụng rượu mạnh trong studio quay phim,1
Một người đàn ông nhìn rượu gin có thương hiệu trên livestream quảng bá,1
Cô nhân viên uống bourbon trong phòng gym,1
Người phụ nữ uống nước khoáng ở quán cà phê,0
Nhóm bạn đưa bia nhẹ trong công viên,0
Một người đàn ông nhìn nước chanh trong phòng khách,0
Cảnh quay cận mặt người cười khi xem điện thoại,0
Thanh niên say bia lon ở quán cà phê,0
Bạn nữ say nước táo trong buổi picnic,0
Nhóm sinh viên cụng nước chanh bên bãi biển,0
Cặp đôi rót cà phê trong phòng khách,0
Anh chàng sử dụng bánh snack khi điều khiển thuyền,0
Anh chàng uống nước ép cam trong phòng khách,0
Máy bay cất cánh quảng cáo hãng hàng không,0
Người bán hàng tấn công cờ bạc online khi quay video quảng cáo,1
Nhóm sinh viên ăn nước ép cam ở quán cà phê,0
Nhóm bạn trẻ giơ nước ép dưa hấu trong buổi picnic,0
Người bán hàng mua sắm nước lọc ngoài đường,0
Ông bố cầm rượu mạnh trong nhà hàng sang trọng,1
Nhóm bạn trẻ sử dụng thuốc lá trong studio quay phim,1
Cặp đôi say nước ép dưa hấu trong buổi picnic,0
Chàng trai cầm mojito không cồn ở quán cà phê,0
Một người nói thuốc này được NASA nghiên cứu để chống lão hóa,1
Người đàn ông đưa trà sữa trước rạp chiếu phim,0
Video giới thiệu app học ngôn ngữ miễn phí,0
Một người đàn ông nhìn trà sữa trong công viên,0
Một cậu thanh niên ăn tequila có logo trong clip quảng cáo,1
Cặp đôi cầm nước ép cam trước rạp chiếu phim,0
Một người đàn ông lạ mặt đọc sách trái cây tại rạp chiếu phim,0
Anh chàng cãi nhau bột trắng trên livestream,1
Một nhóm đối tượng mua ba lô trên bãi biển,0
Người bán hàng tham quan giày thể thao trong quán cà phê,0
Người đàn ông gắn thiết bị báo động chống trộm cửa cuốn,0
Anh chàng mở sinh tố dâu trong công viên,0
Ba người bạn uống nước chanh trong buổi tiệc gia đình,0
Chàng trai quảng cáo vodka có logo trên livestream quảng bá,1
Ba người bạn quảng cáo vodka có logo trong khi leo núi,1
Nhóm bạn trẻ say trà sữa trong buổi picnic,0
Nhóm bạn trẻ mở nước táo trong buổi picnic,0
Một nhóm đối tượng cầm đa cấp biến tướng trong giờ học,1
Học sinh tập thể dục xe máy ở công viên,0
Người phụ nữ nhìn bia lon trong công viên,0
Cặp đôi rót nước khoáng khi đi dã ngoại,0
Người phụ nữ mở bia lon ở quán cà phê,0
Một cậu thanh niên mở bánh mì trước biển hiệu quảng cáo,0
Ba người bạn đưa trà sữa bên bãi biển,0
Nhóm sinh viên giơ rượu vang đỏ trước poster thương hiệu trên livestream quảng bá,1
Cận cảnh khuôn mặt nhợt nhạt với ánh nhìn xa xăm,1
Ba người bạn cụng whisky trước biển hiệu quảng cáo trong lúc lái ô tô,1
Một người đàn ông giơ bourbon thương hiệu lớn trong clip quảng cáo,1
Cô nhân viên nhìn trà sữa khi xem bóng đá,0
Cô gái đưa nước khoáng bên bãi biển,0
Thanh niên rủ rê bột trắng trên livestream,1
Nhân viên văn phòng nhìn rum ở quán cà phê,1
Cô gái cầm mojito không cồn trong công viên,0
Người đàn ông ăn nước lọc khi đi dã ngoại,0
Một cậu thanh niên cầm mojito không cồn trong công viên,0
Anh chàng ăn áo thun ở công viên,0
Nhóm sinh viên quảng cáo điện thoại mới trên livestream quảng bá,0
Cô gái đặt ngón tay lên môi và nhìn đầy ẩn ý,1
Thanh niên nói chuyện giày thể thao tại trường học,0
Nhóm bạn giơ rượu mạnh trong clip quảng cáo,1
Chàng trai rót tequila có logo trước biển hiệu quảng cáo,1
Người mẫu nhìn xe máy trước biển hiệu quảng cáo,0
Anh chàng quảng cáo thuốc lắc tại cửa hàng tiện lợi,1
Người mẫu tạo dáng với áo khoác dạ lót lông,0
Ánh sáng phản chiếu lên tường trắng,0
Cặp đôi cầm nước chanh trong công viên,0
Một nhóm thanh niên nhìn bia lon trong buổi picnic,0
Một nhóm thanh niên nâng mojito không cồn khi đi dã ngoại,0
Anh chàng nhìn nước lọc khi xem bóng đá,0
Người mẫu khoe eo thon trước gương,1
Ông bố uống kem chống nắng tại công viên,0
Một cậu thanh niên nhìn bourbon thương hiệu lớn trong khi leo núi,1
Anh nhân viên say rượu whisky có thương hiệu trong khi leo núi,1
Một người nói thuốc này chữa được ung thư phổi chỉ sau 2 ngày,1
Thanh niên say trà sữa trong phòng khách,0
Cảnh rượt đuổi nhau qua hành lang khách sạn,1
Cô gái gõ laptop trên bàn làm việc nhỏ,0
Cô gái đang xoay hông,0
Cô gái chơi đồ ăn nhanh trên bãi biển,0
Chàng trai nâng rượu gin có thương hiệu trên livestream quảng bá,1
Một cậu thanh niên quảng cáo trà sữa trong phòng khách,0
Một cậu thanh niên nhìn nước ép dưa hấu khi xem bóng đá,0
Nhóm bạn trẻ giơ cà phê trước rạp chiếu phim,0
Một người nói thuốc này được bác sĩ Mỹ khuyên dùng nhưng không thật,1
Video ghi hình một người chơi bóng ném,0
Nhóm bạn trẻ ngồi uống nước khoáng trong phòng nghỉ,0
Nhóm bạn trẻ ăn rượu vang đỏ trước poster thương hiệu trong quán bar với poster thương hiệu,1
Một nhóm thanh niên nâng whisky trước biển hiệu quảng cáo khi điều khiển thuyền,1
Đôi bàn tay cầm quyển sổ nhỏ,0
Thanh niên mở nước ép dưa hấu trong buổi picnic,0
Thanh niên nhìn whisky trước biển hiệu quảng cáo trong khi leo núi,1
Một cậu thanh niên cụng mojito không cồn trong công viên,0
Cặp đôi giơ nước ép cam khi xem bóng đá,0
Ba người bạn quảng cáo đồ chơi trẻ em tại siêu thị,0
Bạn nữ rót rượu whisky có thương hiệu trước biển hiệu quảng cáo,1
Nhóm bạn trẻ quảng cáo rượu mạnh trong quán bar với poster thương hiệu,1
Một người nói viên thuốc này giúp học nhanh gấp 20 lần,1
Cô nhân viên rót rượu gin có thương hiệu trong clip quảng cáo,1
Anh nhân viên quảng cáo rum thương hiệu ABC trước biển hiệu quảng cáo,1
Người mẫu chụp ảnh với áo khoác mở rộng,1
Người mẫu quảng cáo thuốc lá khi điều khiển thuyền,1
Anh chàng nhìn xì gà khi leo núi,1
Anh nhân viên mở nước ép cam trong buổi picnic,0
Nhóm bạn trẻ rót bia không logo ở quán cà phê,0
Cô nhân viên đưa bánh snack khi leo núi,0
Người phụ nữ uống rum thương hiệu ABC trên livestream quảng bá,1
Chàng trai nhìn cà phê khi xem bóng đá,0
Nhóm bạn trẻ nhìn mojito không cồn trong công viên,0
Người mẹ uống bourbon trong nhà hàng sang trọng,1
Anh chàng giơ cà phê trước rạp chiếu phim,0
Anh chàng mở nước lọc bên bãi biển,0
Người phụ nữ nâng rum thương hiệu ABC trong quán bar với poster thương hiệu,1
Người phụ nữ mặc bikini ngồi bên xe hơi sang trọng,1
Cặp đôi đưa nước ép cam khi xem bóng đá,0
Nhóm thanh niên chơi ô tô tại trường học,0
Người phụ nữ đập phá trang cá cược ở công viên,1
Cô gái cầm bia lon trong phòng khách,0
Khách du lịch la hét cần sa khi lái xe,1
Ca sĩ nhìn nước táo trong nhà hàng sang trọng,0
Nhân viên văn phòng mở vodka khi điều khiển thuyền,1
Chàng trai nhìn nước khoáng trong công viên,0
Một cậu thanh niên đưa nước lọc trước rạp chiếu phim,0
Ba người bạn đưa nước lọc trong buổi tiệc gia đình,0
Anh nhân viên ăn rượu whisky có thương hiệu trước biển hiệu quảng cáo,1
Bạn nữ ăn sinh tố trên livestream quảng bá,0
Nhóm sinh viên nhấp nước ép cam ở quán cà phê,0
Một nhóm thanh niên cụng nước khoáng bên bãi biển,0
Một người đàn ông giơ trà sữa khi đi dã ngoại,0
Cô nhân viên cụng nước ngọt trong buổi picnic,0
Một người đàn ông say vodka có logo trong quán bar với poster thương hiệu,1
Một nhóm thanh niên ăn nước chanh trong buổi tiệc gia đình,0
Bạn nữ cầm rượu gin có thương hiệu trong quán bar với poster thương hiệu,1
Cô nhân viên cụng rượu whisky có thương hiệu trong clip quảng cáo,1
Người phụ nữ mua hoa ngoài chợ sáng,0
Nhóm bạn trẻ ăn nước ngọt trong buổi picnic,0
Chàng trai đưa cà phê khi đi dã ngoại,0
Người lái xe đập phá vũ khí tự chế khi lái xe,1
Người phụ nữ say rượu vang đỏ trước poster thương hiệu trước biển hiệu quảng cáo,1
Một nhóm thanh niên rót nước chanh bên bãi biển,0
Đôi bạn trẻ uống rượu whisky có thương hiệu trong lúc lái ô tô,1
Nhóm bạn trẻ rót mojito không cồn trong công viên,0
Ba người bạn đưa rượu mạnh trên livestream quảng bá,1
Một cậu thanh niên đưa rượu whisky có thương hiệu trước biển hiệu quảng cáo,1
Chàng trai cụng rượu whisky có thương hiệu trên livestream quảng bá,1
Nhóm đồng nghiệp quảng cáo rum trong buổi tiệc,1
Một nhóm bạn chụp ảnh máy tính tại siêu thị,0
Nhóm sinh viên uống tequila có logo trong lúc lái ô tô,1
Nhóm sinh viên trải nghiệm sữa tắm khi leo núi,0
Anh nhân viên cụng bia lon trước rạp chiếu phim,0
Cô nhân viên cụng trà sữa trước rạp chiếu phim,0
Anh chàng mở rum thương hiệu ABC trên livestream quảng bá,1
Nhóm sinh viên giơ cà phê trong buổi picnic,0
Vận động viên ăn vape tại công viên,1
Chàng trai giơ nước chanh trong buổi tiệc gia đình,0
Anh chàng rót bia không logo ở quán cà phê,0
Thanh niên cụng rượu gin có thương hiệu trong lúc lái ô tô,1
Anh chàng nhấp vodka có logo trong quán bar với poster thương hiệu,1
Chàng trai rót nước ép dưa hấu ở quán cà phê,0
Người đàn ông cụng nước ép dưa hấu trong phòng khách,0
Ba người bạn đưa bourbon thương hiệu lớn trước biển hiệu quảng cáo,1
Nam sinh viết bài luận cuối kỳ,0
Đôi bạn trẻ uống nước lọc khi xem bóng đá,0
Nhóm sinh viên nhìn bia nhẹ khi đi dã ngoại,0
Đôi bạn trẻ đưa nước khoáng khi xem bóng đá,0
Nhóm thanh niên ăn ô tô tại rạp chiếu phim,0
Người đàn ông nhìn cocktail ở quán cà phê,1
Một cậu thanh niên đưa bourbon thương hiệu lớn trong quán bar với poster thương hiệu,1
Người phụ nữ uống rượu mạnh trong clip quảng cáo,1
Ca sĩ đưa rum trong phòng gym,1
Ba người bạn nâng sinh tố dâu trong công viên,0
Người đàn ông rót cà phê khi xem bóng đá,0
Cận cảnh hiển thị máy làm bánh mì có chức năng hẹn giờ,0
Một người đàn ông rót sinh tố dâu khi xem bóng đá,0
Gia đình trẻ uống kem chống nắng trong buổi picnic,0
Anh nhân viên mở trà sữa trong công viên,0
Một cậu thanh niên cầm bia không logo trước rạp chiếu phim,0
Người bị tấn công trong bóng tối,1
Video quảng bá dịch vụ cá cược thể thao online,1
Cô gái đeo vòng tay handmade nhiều màu,0
Nhóm bạn cầm bia nhẹ khi đi dã ngoại,0
Một cậu thanh niên uống ô tô điện trong buổi tiệc,0
Ba người bạn quảng cáo bourbon thương hiệu lớn trong clip quảng cáo,1
Sinh viên uống nước lọc ở cửa hàng tiện lợi,0
Người đàn ông đang viết ghi chú vào sổ tay,0
Ông bố sử dụng nước lọc trong quán bar với poster thương hiệu,0
Thanh niên cầm rượu vang đỏ trước poster thương hiệu trên livestream quảng bá,1
Người lái xe trao đổi cần sa trên mạng xã hội,1
Đôi bạn trẻ cầm nước ép dưa hấu bên bãi biển,0
Nhóm bạn trẻ say bia nhẹ bên bãi biển,0
Một nhóm thanh niên nhìn nước táo trước rạp chiếu phim,0
Người lái xe đập phá trang cá cược trong bãi xe,1
Người phụ nữ mở rượu vang đỏ trước poster thương hiệu khi điều khiển thuyền,1
Người phụ nữ che mặt khóc giữa căn phòng tối,1
Người phụ nữ ăn trà sữa trong buổi picnic,0
Nhóm sinh viên nâng nước ngọt khi đi dã ngoại,0
Vận động viên uống máy giặt trong buổi tiệc,0
Người đàn ông đang đá bóng,0
Nhóm sinh viên cụng rượu mạnh khi điều khiển thuyền,1
Người đàn ông mở bia lon trong công viên,0
Bạn nữ trải nghiệm nước lọc trước biển hiệu quảng cáo,0
Thanh niên la hét bột trắng trong quán bar,1
Người đàn ông đưa rượu whisky có thương hiệu trên livestream quảng bá,1
Nhóm sinh viên quảng cáo sinh tố dâu khi xem bóng đá,0
Ba người bạn nhìn rum thương hiệu ABC trong khi leo núi,1
Nhóm bạn trẻ nhấp rượu vang đỏ trước poster thương hiệu trong lúc lái ô tô,1
Anh nhân viên uống nước ép cam trong phòng khách,0
Anh nhân viên say bia nhẹ bên bãi biển,0
Người đàn ông say nước chanh bên bãi biển,0
Cô gái quảng cáo mojito không cồn bên bãi biển,0
Nhóm bạn trẻ quảng cáo rượu whisky có thương hiệu trong quán bar với poster thương hiệu,1
Nhóm đồng nghiệp mở rượu vang trong buổi tiệc,1
Một người đàn ông rót rượu mạnh trong clip quảng cáo,1
Người phụ nữ uống bánh snack trong buổi tiệc,0
Thanh niên đập phá cử chỉ nhạy cảm trong bãi xe,1
Anh chàng tấn công vũ khí tự chế trong căn hộ thuê,1
Nhóm bạn trẻ đưa cà phê khi xem bóng đá,0
Chàng trai rót rượu whisky có thương hiệu trong lúc lái ô tô,1
Một người đàn ông lạ mặt đi bánh ngọt trên bãi biển,0
Người mẫu tạo dáng với khăn quàng cổ lụa,0
Thanh niên cụng nước táo ở quán cà phê,0
Nhóm bạn trẻ mở bánh snack tại công viên,0
Cô nhân viên cụng nước ép dưa hấu khi xem bóng đá,0
Người đàn ông cầm bia lon trước rạp chiếu phim,0
Ba người bạn nhấp vodka có logo trong quán bar với poster thương hiệu,1
Vận động viên mở vape ở quán cà phê,1
Nhóm bạn say rượu mạnh trong clip quảng cáo,1
Video ghi hình một người chơi bóng bầu dục tập luyện trên sân cỏ,0
Một nhóm đối tượng cãi nhau hành vi hành hung trong căn hộ thuê,1
Bạn nữ say bia lon khi đi dã ngoại,0
Người lái xe trao đổi dự án ảo ở công viên,1
Người đàn ông cầm đồ chơi trẻ em khi điều khiển thuyền,0
Anh nhân viên nhìn bia nhẹ trước rạp chiếu phim,0
Một nhóm thanh niên giơ tequila có logo trong khi leo núi,1
Người đàn ông giơ nước lọc ở quán cà phê,0
Cô nhân viên giơ trà sữa trước rạp chiếu phim,0
Người đàn ông đưa sinh tố dâu khi đi dã ngoại,0
Nhóm sinh viên cầm xe máy trong phòng gym,0
Nhóm bạn trẻ uống nước ép dưa hấu trong buổi picnic,0
Người bán hàng tấn công ngôn ngữ tục tĩu trong giờ học,1
Một người nói thuốc này được WHO xác nhận có thể chữa ung thư,1
Người đàn ông quảng cáo rượu mạnh trước biển hiệu quảng cáo,1
Người bị đổ chất trắng lên mặt,1
Nhóm bạn ăn vodka trong video quảng bá trước biển hiệu quảng cáo,1
Ông bố trải nghiệm sinh tố trong nhà hàng sang trọng,0
Một nhóm bạn rủ rê cần sa trong giờ học,1
Anh nhân viên cụng nước táo bên bãi biển,0
Cô gái quảng cáo nước khoáng bên bãi biển,0
Người đàn ông uống vape trước biển hiệu quảng cáo,1
Anh chàng đập phá chiêu lừa đảo khi quay video quảng cáo,1
Chàng trai uống rượu gin có thương hiệu trên livestream quảng bá,1
Người phụ nữ rót cà phê khi đi dã ngoại,0
Cô gái quảng cáo nước ngọt bên bãi biển,0
Cô gái làm bánh mì nướng nhân trứng và phô mai,0
Anh nhân viên cụng rượu vang đỏ trước poster thương hiệu khi điều khiển thuyền,1
Anh chàng cầm nước khoáng trong phòng khách,0
Cặp đôi nâng cà phê bên bãi biển,0
Đôi bạn trẻ cụng bia nhẹ ở quán cà phê,0
Một người đang mở cuốn sổ kế hoạch cá nhân,0
Em bé đưa kem chống nắng khi leo núi,0
Cô nhân viên uống rượu whisky có thương hiệu trong quán bar với poster thương hiệu,1
Người đàn ông cầm tách trà nhìn ra cửa sổ,0
Người phụ nữ nhìn nước chanh khi xem bóng đá,0
Người phụ nữ cười gợi cảm trong bồn tắm,1
Một người đàn ông lạ mặt mua bạo lực học đường trong quán bar,1
Một người đàn ông giơ rum thương hiệu ABC khi điều khiển thuyền,1
Ba người bạn mở bourbon thương hiệu lớn trong khi leo núi,1
Chàng trai cài ứng dụng quản lý chi tiêu trên điện thoại,0
Nhóm bạn trẻ đưa nước chanh trước rạp chiếu phim,0
Cặp đôi giơ rượu whisky có thương hiệu khi điều khiển thuyền,1
Một nhóm đối tượng mua từ chửi thề tại cửa hàng tiện lợi,1
Anh nhân viên mở nước ép dưa hấu bên bãi biển,0
Người lái xe mua sắm sách giáo khoa ở công viên,0
Cô gái say nước ép dưa hấu trong phòng khách,0
Một người đàn ông nhìn nước ngọt trong buổi tiệc gia đình,0
Anh chàng ăn bia trên bãi biển,0
Người đàn ông quảng cáo nước ép cam trong công viên,0
Bạn nữ mở bourbon thương hiệu lớn khi điều khiển thuyền,1
Nhóm bạn ăn trà sữa trước rạp chiếu phim,0
